data
100.000000
99.541008
99.081635
98.622421
98.163727
97.705032
97.247108
96.789558
96.332710
95.875954
95.419510
94.963722
94.508766
94.054230
93.599899
93.145676
92.692017
92.239143
91.786667
91.334381
90.882454
90.431206
89.980309
89.530083
89.080193
88.630478
88.181107
87.732155
87.283669
86.835419
86.387032
85.939339
85.492233
85.045433
84.598534
84.151581
83.705368
83.259773
82.814491
82.369362
81.924316
81.479561
81.035461
80.591934
80.148705
79.705620
79.263115
78.820900
78.379082
77.937469
77.495949
77.054741
76.613937
76.173332
75.732834
75.292130
74.851837
74.411743
73.972260
73.533333
73.094933
72.657562
72.221214
71.785881
71.351311
70.917122
70.483894
70.051643
69.620399
69.189644
68.759399
68.330177
67.901703
67.474121
67.047493
66.621338
66.196442
65.772415
65.349342
64.926941
64.505310
64.084068
63.663406
63.243160
62.823120
62.403187
61.983562
61.564217
61.145393
60.726830
60.308395
59.890408
59.472515
59.055054
58.637932
58.220978
57.804367
57.388180
56.972076
56.556396
56.140930
55.725948
55.311211
54.896595
54.482292
54.068275
53.654404
53.240982
52.827785
52.414574
52.001614
51.588776
51.176380
50.764206
50.352142
49.940514
49.529102
49.117676
48.706619
48.295750
47.885227
47.474751
47.064552
46.654747
46.245136
45.835495
45.425972
45.016758
44.607952
44.199348
43.790848
43.382526
42.974297
42.565983
42.158009
41.750332
41.342800
40.935596
40.528557
40.121727
39.715130
39.308651
38.902481
38.496468
38.090534
37.684765
37.279331
36.874195
36.469585
36.065365
35.661594
35.258175
34.855057
34.452477
34.050411
33.648605
33.247189
32.846088
32.445179
32.044655
31.644508
31.244490
30.844664
30.444998
30.045410
29.645990
29.246780
28.847675
28.448687
28.049820
27.651014
27.252365
26.853859
26.455551
26.057341
25.659245
25.261269
24.863480
24.465719
24.068041
23.670464
23.272936
22.875500
22.478170
22.081024
21.683966
21.287016
20.890249
20.493572
20.096878
19.700237
19.303816
18.907566
18.511528
18.115786
17.720064
17.324484
16.929098
16.534000
16.139030
15.744236
15.349465
14.954804
14.560197
14.165648
13.771128
13.376719
12.982364
12.588037
12.193724
11.799450
11.405259
11.011108
10.617010
10.223002
9.829103
9.435320
9.041627
8.648075
8.254625
7.861234
7.467881
7.074579
6.681286
6.288014
5.894768
5.501583
5.108460
4.715399
4.322354
3.929337
3.536322
3.143332
2.750369
2.357429
1.964506
1.571590
1.178685
0.785788
0.392893
0.000000
