data
100.000000
99.540558
99.081573
98.623077
98.165070
97.707542
97.250504
96.793945
96.337875
95.882286
95.427185
94.972572
94.518440
94.064796
93.611633
93.158958
92.706772
92.255066
91.803848
91.353111
90.902863
90.453102
90.003822
89.555031
89.106720
88.658897
88.211555
87.764709
87.318336
86.872459
86.427055
85.982147
85.537720
85.093781
84.650322
84.207352
83.764862
83.322861
82.881348
82.440315
81.999771
81.559715
81.120140
80.681046
80.242203
79.803841
79.365723
78.928085
78.490936
78.054276
77.618095
77.182404
76.747192
76.312469
75.878227
75.444481
75.011208
74.578430
74.146133
73.714317
73.282990
72.852150
72.421791
71.991920
71.562538
71.133636
70.705223
70.277290
69.849846
69.422882
68.996407
68.570419
68.144913
67.719994
67.295601
66.871651
66.448235
66.025215
65.602623
65.180511
64.758888
64.337585
63.916611
63.495876
63.075428
62.655258
62.235332
61.815651
61.396214
60.977013
60.558060
60.139347
59.720879
59.302650
58.884666
58.466927
58.049427
57.632168
57.215157
56.798386
56.381855
55.965569
55.549526
55.133724
54.718166
54.302849
53.887775
53.472946
53.058357
52.644012
52.229912
51.816051
51.402431
50.989056
50.575924
50.163036
49.750385
49.337982
48.925819
48.513901
48.102222
47.690788
47.279598
46.868649
46.457943
46.047478
45.637257
45.227276
44.817543
44.408047
43.998798
43.589787
43.181023
42.772499
42.364220
41.956181
41.548386
41.140831
40.733521
40.326454
39.919628
39.513046
39.106705
38.700607
38.294754
37.889141
37.483772
37.078644
36.673759
36.269119
35.864719
35.460564
35.056648
34.652977
34.249550
33.846363
33.443417
33.040718
32.638290
32.236073
31.834038
31.432066
31.030212
30.628483
30.226873
29.825384
29.424017
29.022772
28.621649
28.220646
27.819763
27.419003
27.018364
26.617846
26.217449
25.817175
25.417021
25.016989
24.617077
24.217287
23.817617
23.418070
23.018644
22.619339
22.220156
21.821095
21.422153
21.023333
20.624636
20.226057
19.827602
19.429268
19.031055
18.632963
18.234993
17.837143
17.439415
17.041807
16.644323
16.246973
15.849700
15.452457
15.055275
14.658154
14.261093
13.864093
13.467154
13.070274
12.673456
12.276698
11.880001
11.483365
11.086789
10.690274
10.293819
9.897427
9.501093
9.104820
8.708609
8.312458
7.916375
7.520329
7.124300
6.728300
6.332331
5.936392
5.540483
5.144605
4.748757
4.352940
3.957156
3.561392
3.165635
2.769893
2.374166
1.978453
1.582749
1.187053
0.791365
0.395682
0.000000
